Product_Group_Code,Product_Group,SKU_Description,Month,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Quantile_Crossings,Raw_Quantile_Crossings,Quantile_Rearranged,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
BRG,Industrial Bearings,Industrial Bearings Core,2026-07-01,BRG-01,TiRex2,460.4532470703125,420.7183532714844,499.1060791015625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,420.7183532714844,435.14013671875,444.9815673828125,453.04254150390625,460.4532470703125,468.0046081542969,476.19549560546875,485.85577392578125,499.1060791015625
BRG,Industrial Bearings,Industrial Bearings Core,2026-08-01,BRG-01,TiRex2,486.3167724609375,442.37286376953125,534.77294921875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,442.37286376953125,456.9541931152344,468.2558288574219,477.5854187011719,486.3167724609375,495.4505615234375,505.481689453125,517.3385620117188,534.77294921875
BRG,Industrial Bearings,Industrial Bearings Core,2026-09-01,BRG-01,TiRex2,503.0963439941406,453.75543212890625,556.087890625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,453.75543212890625,468.87713623046875,481.8088684082031,492.94549560546875,503.0963439941406,513.2948608398438,524.0716552734375,536.650146484375,556.087890625
BRG,Industrial Bearings,Industrial Bearings Core,2026-10-01,BRG-01,TiRex2,514.3181762695312,462.6567077636719,569.033447265625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,462.6567077636719,478.1368713378906,492.01629638671875,503.9577941894531,514.3181762695312,524.5753784179688,535.197021484375,547.9163818359375,569.033447265625
BRG,Industrial Bearings,Industrial Bearings Core,2026-11-01,BRG-01,TiRex2,509.96441650390625,458.8332214355469,567.5057373046875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,458.8332214355469,473.5169982910156,486.94122314453125,498.960205078125,509.96441650390625,521.05419921875,532.5188598632812,545.8189086914062,567.5057373046875
BRG,Industrial Bearings,Industrial Bearings Core,2026-12-01,BRG-01,TiRex2,496.03643798828125,447.16015625,556.7339477539062,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,447.16015625,461.316650390625,473.869140625,485.3143310546875,496.03643798828125,507.22686767578125,519.0296020507812,533.3304443359375,556.7339477539062
BRG,Industrial Bearings,Industrial Bearings Core,2027-01-01,BRG-01,TiRex2,464.3309020996094,414.0816955566406,522.1500244140625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,414.0816955566406,430.2955627441406,443.066162109375,454.0391540527344,464.3309020996094,474.99072265625,486.47381591796875,500.45465087890625,522.1500244140625
BRG,Industrial Bearings,Industrial Bearings Core,2027-02-01,BRG-01,TiRex2,433.4892578125,377.3292236328125,482.7682189941406,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,377.3292236328125,397.4170227050781,411.7363586425781,423.2663269042969,433.4892578125,443.49322509765625,453.7702331542969,465.7599792480469,482.7682189941406
BRG,Industrial Bearings,Industrial Bearings Core,2027-03-01,BRG-01,TiRex2,412.84716796875,362.72625732421875,456.45489501953125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,362.72625732421875,380.7021179199219,393.2629699707031,403.55340576171875,412.84716796875,422.1780090332031,431.8297424316406,442.7018737792969,456.45489501953125
BRG,Industrial Bearings,Industrial Bearings Core,2027-04-01,BRG-01,TiRex2,409.3499450683594,359.94549560546875,454.3123474121094,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,359.94549560546875,377.49334716796875,389.67633056640625,400.0311279296875,409.3499450683594,418.6974792480469,428.5068664550781,439.9029846191406,454.3123474121094
BRG,Industrial Bearings,Industrial Bearings Core,2027-05-01,BRG-01,TiRex2,413.67999267578125,363.3621520996094,458.5844421386719,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,363.3621520996094,381.208984375,393.3950500488281,404.0024719238281,413.67999267578125,423.287109375,433.1397399902344,444.38800048828125,458.5844421386719
BRG,Industrial Bearings,Industrial Bearings Core,2027-06-01,BRG-01,TiRex2,427.6169128417969,374.8255615234375,476.9430847167969,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,374.8255615234375,393.4969177246094,406.2511901855469,417.37762451171875,427.6169128417969,437.7803649902344,448.35357666015625,460.6754455566406,476.9430847167969
BRG,Industrial Bearings,Industrial Bearings Compact,2026-07-01,BRG-02,TiRex2,599.8970336914062,498.2440490722656,711.9904174804688,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,498.2440490722656,535.1497802734375,559.9554443359375,580.6559448242188,599.8970336914062,619.3909912109375,641.2404174804688,668.794189453125,711.9904174804688
BRG,Industrial Bearings,Industrial Bearings Compact,2026-08-01,BRG-02,TiRex2,600.7354736328125,492.9398193359375,726.0245361328125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,492.9398193359375,533.0716552734375,559.5645751953125,580.8560791015625,600.7354736328125,621.6420288085938,645.3611450195312,676.1250610351562,726.0245361328125
BRG,Industrial Bearings,Industrial Bearings Compact,2026-09-01,BRG-02,TiRex2,587.6429443359375,471.0025634765625,715.4793090820312,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,471.0025634765625,515.6968994140625,544.3966064453125,566.9913940429688,587.6429443359375,608.9722900390625,633.1836547851562,664.6577758789062,715.4793090820312
BRG,Industrial Bearings,Industrial Bearings Compact,2026-10-01,BRG-02,TiRex2,582.0023803710938,464.5521240234375,716.734619140625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,464.5521240234375,510.69970703125,539.5921630859375,561.728759765625,582.0023803710938,603.679931640625,629.0326538085938,662.6068725585938,716.734619140625
BRG,Industrial Bearings,Industrial Bearings Compact,2026-11-01,BRG-02,TiRex2,576.8763427734375,456.43475341796875,714.1580200195312,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,456.43475341796875,504.5873107910156,533.95751953125,556.2863159179688,576.8763427734375,598.8584594726562,624.58251953125,658.780517578125,714.1580200195312
BRG,Industrial Bearings,Industrial Bearings Compact,2026-12-01,BRG-02,TiRex2,570.61083984375,454.30242919921875,705.253173828125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,454.30242919921875,502.19329833984375,530.5252075195312,551.2365112304688,570.61083984375,591.8555297851562,617.0352783203125,650.79541015625,705.253173828125
BRG,Industrial Bearings,Industrial Bearings Compact,2027-01-01,BRG-02,TiRex2,566.7073974609375,446.9706726074219,701.834716796875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0,0,False,446.9706726074219,496.9761047363281,526.1013793945312,547.0736694335938,566.7073974609375,588.29296875,613.690185546875,647.3902587890625,701.834716796875
