Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Observed,Trend,Seasonal,Remainder,Seasonally_Adjusted,Demand_Profile
2023-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,450,407.07466264562413,-23.447645501927937,66.37298285630379,473.4476455019279,Smooth
2023-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,463,410.8521088759971,51.11021004130863,1.0376810826942915,411.8897899586914,Smooth
2023-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,434,414.62955510637005,16.558532397602413,2.81191249602756,417.4414676023976,Smooth
2023-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,483,418.6981003238626,61.152175262580734,3.149724413556669,421.8478247374193,Smooth
2023-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,524,422.7666455413551,102.14100618730559,-0.90765172866071,421.8589938126944,Smooth
2023-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,452,426.80370345496794,41.43405488189376,-16.237758336861702,410.56594511810624,Smooth
2024-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,436,430.84076136858084,13.230833850931646,-8.07159521951246,422.7691661490684,Smooth
2024-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,400,433.19407097424096,-47.01135123189773,13.817280257656762,447.0113512318977,Smooth
2024-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,388,435.547380579901,-64.05800502863653,16.51062444873554,452.05800502863656,Smooth
2024-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,390,436.37134354832676,-52.6556599130587,6.284316364731922,442.6556599130587,Smooth
2024-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,387,437.19530651675257,-59.38310730105604,9.187800784303477,446.38310730105604,Smooth
2024-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,387,436.4631917070188,-39.07104929411353,-10.39214241290523,426.07104929411355,Smooth
2024-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,407,435.731076897285,-23.447645501927937,-5.28343139535707,430.4476455019279,Smooth
2024-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,476,435.94608778055465,51.11021004130863,-11.056297821863268,424.8897899586914,Smooth
2024-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,449,436.1610986638243,16.558532397602413,-3.7196310614266963,432.4414676023976,Smooth
2024-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,506,437.4811392699068,61.152175262580734,7.366685467512468,444.8478247374193,Smooth
2024-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,541,438.8011798759893,102.14100618730559,0.057813936705088054,438.8589938126944,Smooth
2024-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,486,439.204418915682,41.43405488189376,5.361526202424216,444.56594511810624,Smooth
2025-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,467,439.60765795537475,13.230833850931646,14.161508193693635,453.7691661490684,Smooth
2025-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,391,440.46062800237326,-47.01135123189773,-2.449276770475535,438.0113512318977,Smooth
2025-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,357,441.31359804937176,-64.05800502863653,-20.255593020735205,421.05800502863656,Smooth
2025-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,379,443.1007906922749,-52.6556599130587,-11.445130779216242,431.6556599130587,Smooth
2025-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,386,444.8879833351781,-59.38310730105604,0.4951239658779514,445.38310730105604,Smooth
2025-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,410,447.8668894057691,-39.07104929411353,1.2041598883444635,449.07104929411355,Smooth
2025-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,433,450.8457954763601,-23.447645501927937,5.601850025567842,456.4476455019279,Smooth
2025-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,514,453.28516846442017,51.11021004130863,9.604621494271214,462.8897899586914,Smooth
2025-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,525,455.7245414524802,16.558532397602413,52.71692614991741,508.4414676023976,Smooth
2025-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,507,457.16588079389567,61.152175262580734,-11.318056056476394,445.8478247374193,Smooth
2025-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,493,458.60722013531114,102.14100618730559,-67.74822632261674,390.8589938126944,Smooth
2025-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,544,460.57616464335433,41.43405488189376,41.98978047475191,502.56594511810624,Smooth
2026-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,472,462.54510915139747,13.230833850931646,-3.775943002329086,458.7691661490684,Smooth
2026-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,409,466.01639162538766,-47.01135123189773,-10.005040393489935,456.0113512318977,Smooth
2026-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,407,469.4876740993778,-64.05800502863653,1.5703309292587733,471.05800502863656,Smooth
2026-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,425,473.4209255153713,-52.6556599130587,4.234734397687362,477.6556599130587,Smooth
2026-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,408,477.3541769313648,-59.38310730105604,-9.971069630308762,467.38310730105604,Smooth
2026-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,451,481.51815673743914,-39.07104929411353,8.552892556674408,490.07104929411355,Smooth
2023-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,625,547.962850969431,55.521963149146956,21.5151858814221,569.4780368508531,Smooth
2023-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,589,544.8492489800022,47.98152787579466,-3.8307768557968984,541.0184721242053,Smooth
2023-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,570,541.7356469905735,32.42950926919721,-4.165156259770697,537.5704907308028,Smooth
2023-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,571,539.3915372388732,25.819578032232574,5.788884728894232,545.1804219677674,Smooth
2023-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,543,537.0474274871729,30.815472802058125,-24.862900289230993,512.1845271979419,Smooth
2023-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,534,535.4787314667437,10.401225733076561,-11.879957199820296,523.5987742669234,Smooth
2024-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,456,533.9100354463146,-61.93249204054126,-15.977543405773304,517.9324920405413,Smooth
2024-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,493,534.5040209835781,-48.15667239355298,6.652651409974851,541.156672393553,Smooth
2024-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,494,535.0980065208416,-54.3131272222359,13.215120701394198,548.3131272222358,Smooth
2024-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,485,536.6209874909855,-61.448191290682836,9.827203799697259,546.4481912906828,Smooth
2024-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,523,538.1439684611292,-28.938517286842337,13.794548825713036,551.9385172868423,Smooth
2024-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,534,539.7432186252339,51.81973392348463,-57.562952548718556,482.18026607651535,Smooth
2024-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,585,541.3424687893386,55.521963149146956,-11.864431938485495,529.4780368508531,Smooth
2024-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,594,543.1375122788363,47.98152787579466,2.880959845369034,546.0184721242053,Smooth
2024-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,578,544.932555768334,32.42950926919721,0.637934962468762,545.5704907308028,Smooth
2024-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,578,545.3462195884819,25.819578032232574,6.834202379285557,552.1804219677674,Smooth
2024-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,608,545.7598834086297,30.815472802058125,31.4246437893122,577.1845271979419,Smooth
2024-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,544,544.0971382036091,10.401225733076561,-10.498363936685678,533.5987742669234,Smooth
2025-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,551,542.4343929985886,-61.93249204054126,70.49809904195274,612.9324920405413,Smooth
2025-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,460,541.4419933813344,-48.15667239355298,-33.28532098778146,508.156672393553,Smooth
2025-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,461,540.4495937640802,-54.3131272222359,-25.136466541844356,515.3131272222358,Smooth
2025-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,489,540.22430606129,-61.448191290682836,10.22388522939275,550.4481912906828,Smooth
2025-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,0,539.9990183584999,-28.938517286842337,-511.0605010716576,28.938517286842337,Smooth
2025-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,607,543.0688848269683,51.81973392348463,12.111381249547094,555.1802660765154,Smooth
2025-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,592,546.1387512954368,55.521963149146956,-9.660714444583732,536.4780368508531,Smooth
2025-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,597,550.0206842283051,47.98152787579466,-1.0022121040997263,549.0184721242053,Smooth
2025-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,724,553.9026171611735,32.42950926919721,137.66787356962936,691.5704907308028,Smooth
